locus_tag	ftype	length_bp	gene	EC_number	COG	product
PL25_02706	gene	1488	gltB			
PL25_02706	CDS	1488	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
PL25_02707	gene	4608	gltA			
PL25_02707	CDS	4608	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
PL25_02708	gene	1011	cmoO			
PL25_02708	CDS	1011	cmoO	1.14.14.-	COG2141	N-acetyl-S-alkylcysteine monooxygenase
PL25_02709	gene	789				
PL25_02709	CDS	789				hypothetical protein
PL25_02710	gene	243				
PL25_02710	CDS	243				hypothetical protein
PL25_02711	gene	654				
PL25_02711	CDS	654		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
PL25_02712	gene	876	htpX			
PL25_02712	CDS	876	htpX	3.4.24.-	COG0501	Protease HtpX
PL25_02713	gene	600	desR_2			
PL25_02713	CDS	600	desR_2		COG2197	Transcriptional regulatory protein DesR
PL25_02714	gene	1143	desK_2			
PL25_02714	CDS	1143	desK_2	2.7.13.3	COG4585	Sensor histidine kinase DesK
PL25_02715	gene	1044	des			
PL25_02715	CDS	1044	des	1.14.19.-	COG3239	Fatty acid desaturase
PL25_02716	gene	93				
PL25_02716	CDS	93				hypothetical protein
PL25_02717	gene	543	gmhB			
PL25_02717	CDS	543	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
PL25_02718	gene	522				
PL25_02718	CDS	522				hypothetical protein
PL25_02719	gene	1347				
PL25_02719	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_02720	gene	1515	cat1			
PL25_02720	CDS	1515	cat1	2.8.3.18	COG0427	Succinyl-CoA:acetate CoA-transferase
PL25_02721	gene	645				
PL25_02721	CDS	645				hypothetical protein
PL25_02722	gene	261				
PL25_02722	CDS	261				hypothetical protein
PL25_02723	gene	483				
PL25_02723	CDS	483				hypothetical protein
PL25_02724	gene	1062				
PL25_02724	CDS	1062		1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase
PL25_02725	gene	690	cidB			
PL25_02725	CDS	690	cidB		COG1346	Holin-like protein CidB
PL25_02726	gene	372	cidA			
PL25_02726	CDS	372	cidA			Holin-like protein CidA
PL25_02727	gene	1440	argH_2			
PL25_02727	CDS	1440	argH_2	4.3.2.1	COG0165	Argininosuccinate lyase
PL25_02728	gene	1260	argG			
PL25_02728	CDS	1260	argG	6.3.4.5	COG0137	Argininosuccinate synthase
PL25_02729	gene	645	yhfK			
PL25_02729	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
PL25_02730	gene	639	nth_2			
PL25_02730	CDS	639	nth_2	4.2.99.18	COG0177	Endonuclease III
PL25_02731	gene	996	pstS			
PL25_02731	CDS	996	pstS			Phosphate-binding protein PstS
PL25_02732	gene	957				
PL25_02732	CDS	957				hypothetical protein
PL25_02733	gene	885	pstA			
PL25_02733	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
PL25_02734	gene	828	pstB3			
PL25_02734	CDS	828	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
PL25_02735	gene	1719				
PL25_02735	CDS	1719				hypothetical protein
PL25_02736	gene	138				
PL25_02736	CDS	138				hypothetical protein
PL25_02737	gene	1473	cvrA			
PL25_02737	CDS	1473	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
PL25_02738	gene	852	ywtE			
PL25_02738	CDS	852	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
PL25_02739	gene	876	gatY_2			
PL25_02739	CDS	876	gatY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
PL25_02740	gene	465	fruA_4			
PL25_02740	CDS	465	fruA_4		COG1299	PTS system fructose-specific EIIABC component
PL25_02741	gene	1437	fruA_5			
PL25_02741	CDS	1437	fruA_5		COG1299	PTS system fructose-specific EIIABC component
PL25_02742	gene	924	tagK_2			
PL25_02742	CDS	924	tagK_2	2.7.1.234	COG1105	D-tagatose-1-phosphate kinase
PL25_02743	gene	783	glvR			
PL25_02743	CDS	783	glvR		COG1737	HTH-type transcriptional regulator GlvR
PL25_02744	gene	780	rhaR_4			
PL25_02744	CDS	780	rhaR_4			HTH-type transcriptional activator RhaR
PL25_02745	gene	360				
PL25_02745	CDS	360				hypothetical protein
PL25_02746	gene	264				
PL25_02746	CDS	264				hypothetical protein
PL25_02747	gene	495	rimI_1			
PL25_02747	CDS	495	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
PL25_02748	gene	978	mhqA			
PL25_02748	CDS	978	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
PL25_02749	gene	819	tagU_2			
PL25_02749	CDS	819	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
PL25_02750	gene	519	sigW_2			
PL25_02750	CDS	519	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
PL25_02751	gene	426				
PL25_02751	CDS	426				hypothetical protein
PL25_02752	gene	1068				
PL25_02752	CDS	1068			COG0577	putative ABC transporter permease
PL25_02753	gene	681	hrtA_1			
PL25_02753	CDS	681	hrtA_1	7.6.2.-		Putative hemin import ATP-binding protein HrtA
PL25_02754	gene	1686				
PL25_02754	CDS	1686				IS1182 family transposase IS663
PL25_02755	gene	68				
PL25_02755	misc_RNA	68				Ref64
PL25_02756	gene	432	ydaG			
PL25_02756	CDS	432	ydaG		COG3871	General stress protein 26
PL25_02757	gene	294				
PL25_02757	CDS	294				hypothetical protein
PL25_02758	gene	237				
PL25_02758	CDS	237				hypothetical protein
PL25_02759	gene	159				
PL25_02759	CDS	159				hypothetical protein
PL25_02760	gene	681	rpiA			
PL25_02760	CDS	681	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PL25_02761	gene	630	kdgA			
PL25_02761	CDS	630	kdgA	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
PL25_02762	gene	930	kdgR			
PL25_02762	CDS	930	kdgR		COG1609	HTH-type transcriptional regulator KdgR
PL25_02763	gene	957				
PL25_02763	CDS	957				hypothetical protein
PL25_02764	gene	1359				
PL25_02764	CDS	1359				IS1182 family transposase IS662
PL25_02765	gene	396				
PL25_02765	CDS	396				hypothetical protein
PL25_02766	gene	96				
PL25_02766	CDS	96				hypothetical protein
PL25_02767	gene	207				
PL25_02767	CDS	207				hypothetical protein
PL25_02768	gene	654				
PL25_02768	CDS	654		3.3.2.2	COG3714	Lysoplasmalogenase
PL25_02769	gene	1131	garK			
PL25_02769	CDS	1131	garK	2.7.1.165	COG1929	Glycerate 2-kinase
PL25_02770	gene	354				
PL25_02770	CDS	354				hypothetical protein
PL25_02771	gene	483	crr_3			
PL25_02771	CDS	483	crr_3			PTS system glucose-specific EIIA component
PL25_02772	gene	825	sacY			
PL25_02772	CDS	825	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
PL25_02773	gene	1452	nagE			
PL25_02773	CDS	1452	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
PL25_02774	gene	1347				
PL25_02774	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_02775	gene	597	betI_2			
PL25_02775	CDS	597	betI_2			HTH-type transcriptional regulator BetI
PL25_02776	gene	768	spo0M			
PL25_02776	CDS	768	spo0M		COG4326	Sporulation-control protein spo0M
PL25_02777	gene	591	rimI_2			
PL25_02777	CDS	591	rimI_2	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
PL25_02778	gene	1350	gltS_2			
PL25_02778	CDS	1350	gltS_2			Sodium/glutamate symporter
PL25_02779	gene	369				
PL25_02779	CDS	369				hypothetical protein
PL25_02780	gene	519				
PL25_02780	CDS	519				hypothetical protein
PL25_02781	gene	891	cynR_1			
PL25_02781	CDS	891	cynR_1		COG0583	HTH-type transcriptional regulator CynR
PL25_02782	gene	291				
PL25_02782	CDS	291				hypothetical protein
PL25_02783	gene	648				
PL25_02783	CDS	648				hypothetical protein
PL25_02784	gene	744				
PL25_02784	CDS	744				hypothetical protein
PL25_02785	gene	603	resA_4			
PL25_02785	CDS	603	resA_4			Thiol-disulfide oxidoreductase ResA
PL25_02786	gene	687	sphR			
PL25_02786	CDS	687	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
PL25_02787	gene	1089	baeS			
PL25_02787	CDS	1089	baeS	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BaeS
PL25_02788	gene	420	arsC_2			
PL25_02788	CDS	420	arsC_2	1.20.4.4	COG0394	Arsenate reductase
PL25_02789	gene	1302	arsB			
PL25_02789	CDS	1302	arsB		COG1055	Arsenical pump membrane protein
PL25_02790	gene	348	aseR			
PL25_02790	CDS	348	aseR		COG0640	HTH-type transcriptional repressor AseR
PL25_02791	gene	261	ricR_2			
PL25_02791	CDS	261	ricR_2		COG1937	Copper-sensing transcriptional repressor RicR
PL25_02792	gene	1257				
PL25_02792	CDS	1257				hypothetical protein
PL25_02793	gene	192	sspH			
PL25_02793	CDS	192	sspH			Small, acid-soluble spore protein H
PL25_02794	gene	333				
PL25_02794	CDS	333				hypothetical protein
PL25_02795	gene	1077				
PL25_02795	CDS	1077				hypothetical protein
PL25_02796	gene	705	cobB			
PL25_02796	CDS	705	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
PL25_02797	gene	585				
PL25_02797	CDS	585				hypothetical protein
PL25_02798	gene	489	fabG3			
PL25_02798	CDS	489	fabG3	1.1.1.53	COG1028	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
PL25_02799	gene	231				
PL25_02799	CDS	231				hypothetical protein
PL25_02800	gene	1347				
PL25_02800	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_02801	gene	1413				
PL25_02801	CDS	1413				hypothetical protein
PL25_02802	gene	933	mntA			
PL25_02802	CDS	933	mntA		COG0803	Manganese-binding lipoprotein MntA
PL25_02803	gene	753	mntB			
PL25_02803	CDS	753	mntB		COG1121	Manganese transport system ATP-binding protein MntB
PL25_02804	gene	870	mntC			
PL25_02804	CDS	870	mntC		COG1108	Manganese transport system membrane protein MntC
PL25_02805	gene	891	mntD			
PL25_02805	CDS	891	mntD		COG1108	Manganese transport system membrane protein MntD
PL25_02806	gene	351				
PL25_02806	CDS	351				hypothetical protein
PL25_02807	gene	219				
PL25_02807	CDS	219				hypothetical protein
PL25_02808	gene	246				
PL25_02808	CDS	246				hypothetical protein
PL25_02809	gene	504				
PL25_02809	CDS	504				hypothetical protein
PL25_02810	gene	906				
PL25_02810	CDS	906				hypothetical protein
PL25_02811	gene	1161				
PL25_02811	CDS	1161				hypothetical protein
PL25_02812	gene	68				
PL25_02812	misc_RNA	68				Ref64
PL25_02813	gene	1704				
PL25_02813	CDS	1704				IS1182 family transposase IS663
PL25_02814	gene	1896	prkA			
PL25_02814	CDS	1896	prkA	3.4.21.53	COG2766	ATP-dependent protease PrkA
PL25_02815	gene	654				
PL25_02815	CDS	654				hypothetical protein
PL25_02816	gene	1230	bacE			
PL25_02816	CDS	1230	bacE		COG2814	Putative bacilysin exporter BacE
PL25_02817	gene	858				
PL25_02817	CDS	858				hypothetical protein
PL25_02818	gene	786				
PL25_02818	CDS	786				hypothetical protein
PL25_02819	gene	300	phnC			
PL25_02819	CDS	300	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
PL25_02820	gene	594	btuD_1			
PL25_02820	CDS	594	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PL25_02821	gene	1038	phnD_1			
PL25_02821	CDS	1038	phnD_1		COG3221	Phosphate-import protein PhnD
PL25_02822	gene	819	phnPP			
PL25_02822	CDS	819	phnPP	3.1.4.57	COG0613	Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase
PL25_02823	gene	723	phnL			
PL25_02823	CDS	723	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
PL25_02824	gene	1182	phnM			
PL25_02824	CDS	1182	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
PL25_02825	gene	840	phnK			
PL25_02825	CDS	840	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
PL25_02826	gene	867	phnJ			
PL25_02826	CDS	867	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
PL25_02827	gene	1107	phnI			
PL25_02827	CDS	1107	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
PL25_02828	gene	597				
PL25_02828	CDS	597				hypothetical protein
PL25_02829	gene	423				
PL25_02829	CDS	423				hypothetical protein
PL25_02830	gene	1416	rnj			
PL25_02830	CDS	1416	rnj	3.1.-.-	COG0595	Ribonuclease J
PL25_02831	gene	1323	ugpB			
PL25_02831	CDS	1323	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
PL25_02832	gene	828	araQ_2			
PL25_02832	CDS	828	araQ_2		COG0395	Arabinooligosaccharides transport system permease protein AraQ
PL25_02833	gene	891	lacF_2			
PL25_02833	CDS	891	lacF_2			Lactose transport system permease protein LacF
PL25_02834	gene	1131	smoE			
PL25_02834	CDS	1131	smoE	7.5.2.-	COG3842	Sulfoquinovosyl glycerol transport ATP-binding protein SmoE
PL25_02835	gene	399				
PL25_02835	CDS	399				hypothetical protein
PL25_02836	gene	711	dasR			
PL25_02836	CDS	711	dasR		COG2188	HTH-type transcriptional repressor DasR
PL25_02837	gene	1167				
PL25_02837	CDS	1167				hypothetical protein
PL25_02838	gene	105				
PL25_02838	CDS	105				hypothetical protein
PL25_02839	gene	216				
PL25_02839	CDS	216				hypothetical protein
PL25_02840	gene	300				
PL25_02840	CDS	300				hypothetical protein
PL25_02841	gene	858	gltR_2			
PL25_02841	CDS	858	gltR_2		COG0583	HTH-type transcriptional regulator GltR
PL25_02842	gene	570	ywqN_2			
PL25_02842	CDS	570	ywqN_2	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
PL25_02843	gene	348				
PL25_02843	CDS	348				hypothetical protein
PL25_02844	gene	273	yqjZ			
PL25_02844	CDS	273	yqjZ		COG2329	putative protein YqjZ
PL25_02845	gene	651	vraR			
PL25_02845	CDS	651	vraR			Response regulator protein VraR
PL25_02846	gene	3069	rcsC_2			
PL25_02846	CDS	3069	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PL25_02847	gene	1131	cheB_3			
PL25_02847	CDS	1131	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PL25_02848	gene	1020				
PL25_02848	CDS	1020				hypothetical protein
PL25_02849	gene	891	cysL_2			
PL25_02849	CDS	891	cysL_2		COG0583	HTH-type transcriptional regulator CysL
PL25_02850	gene	720				
PL25_02850	CDS	720				hypothetical protein
PL25_02851	gene	807				
PL25_02851	CDS	807				hypothetical protein
PL25_02852	gene	666	srtA_2			
PL25_02852	CDS	666	srtA_2	3.4.22.-		Sortase A
PL25_02853	gene	1779				
PL25_02853	CDS	1779				hypothetical protein
PL25_02854	gene	195				
PL25_02854	CDS	195				hypothetical protein
PL25_02855	gene	486				
PL25_02855	CDS	486				hypothetical protein
PL25_02856	gene	648				
PL25_02856	CDS	648				hypothetical protein
PL25_02857	gene	1248	rhaR_5			
PL25_02857	CDS	1248	rhaR_5			HTH-type transcriptional activator RhaR
PL25_02858	gene	759	lvr			
PL25_02858	CDS	759	lvr	1.1.1.-		Levodione reductase
PL25_02859	gene	681	modB_1			
PL25_02859	CDS	681	modB_1		COG4149	Molybdenum transport system permease protein ModB
PL25_02860	gene	798	modA_1			
PL25_02860	CDS	798	modA_1		COG0725	Molybdate-binding protein ModA
PL25_02861	gene	1944				
PL25_02861	CDS	1944				hypothetical protein
PL25_02862	gene	738				
PL25_02862	CDS	738				hypothetical protein
PL25_02863	gene	690	scdA			
PL25_02863	CDS	690	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
PL25_02864	gene	1524				
PL25_02864	CDS	1524				hypothetical protein
PL25_02865	gene	255				
PL25_02865	CDS	255				hypothetical protein
PL25_02866	gene	945	moeA_2			
PL25_02866	CDS	945	moeA_2	2.10.1.1		Molybdopterin molybdenumtransferase
PL25_02867	gene	219	moeA_3			
PL25_02867	CDS	219	moeA_3	2.10.1.1		Molybdopterin molybdenumtransferase
PL25_02868	gene	486	mobB			
PL25_02868	CDS	486	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
PL25_02869	gene	723	fnr_1			
PL25_02869	CDS	723	fnr_1		COG0664	Anaerobic regulatory protein
PL25_02870	gene	501	ogt			
PL25_02870	CDS	501	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
PL25_02871	gene	915	alkA_1			
PL25_02871	CDS	915	alkA_1	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
PL25_02872	gene	570	adaA_1			
PL25_02872	CDS	570	adaA_1	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
PL25_02873	gene	498				
PL25_02873	CDS	498				hypothetical protein
PL25_02874	gene	1488				
PL25_02874	CDS	1488				hypothetical protein
PL25_02875	gene	561	gph			
PL25_02875	CDS	561	gph	3.1.3.18		Phosphoglycolate phosphatase
PL25_02876	gene	963	ghrB_2			
PL25_02876	CDS	963	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
PL25_02877	gene	378				
PL25_02877	CDS	378				hypothetical protein
PL25_02878	gene	327				
PL25_02878	CDS	327				hypothetical protein
PL25_02879	gene	807				
PL25_02879	CDS	807				hypothetical protein
PL25_02880	gene	684				
PL25_02880	CDS	684				hypothetical protein
PL25_02881	gene	600	uptA_2			
PL25_02881	CDS	600	uptA_2		COG0586	Undecaprenyl phosphate transporter A
PL25_02882	gene	783	psd			
PL25_02882	CDS	783	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
PL25_02883	gene	687				
PL25_02883	CDS	687				hypothetical protein
PL25_02884	gene	660				
PL25_02884	CDS	660				hypothetical protein
PL25_02885	gene	630				
PL25_02885	CDS	630				hypothetical protein
PL25_02886	gene	756				
PL25_02886	CDS	756				hypothetical protein
PL25_02887	gene	993	degA			
PL25_02887	CDS	993	degA		COG1609	HTH-type transcriptional regulator DegA
PL25_02888	gene	1314	ntdA			
PL25_02888	CDS	1314	ntdA	2.6.1.104	COG0399	3-oxo-glucose-6-phosphate:glutamate aminotransferase
PL25_02889	gene	849	ntdB			
PL25_02889	CDS	849	ntdB	3.1.3.92	COG0561	Kanosamine-6-phosphate phosphatase
PL25_02890	gene	1053	ntdC			
PL25_02890	CDS	1053	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
PL25_02891	gene	1188	glcP			
PL25_02891	CDS	1188	glcP		COG0738	Glucose/mannose transporter GlcP
PL25_02892	gene	1362	aroP			
PL25_02892	CDS	1362	aroP		COG1113	Aromatic amino acid transport protein AroP
PL25_02893	gene	948	arcA			
PL25_02893	CDS	948	arcA	3.5.3.6		Arginine deiminase
PL25_02894	gene	639				
PL25_02894	CDS	639				hypothetical protein
PL25_02895	gene	201	cspC			
PL25_02895	CDS	201	cspC		COG1278	Cold shock protein CspC
PL25_02896	gene	411				
PL25_02896	CDS	411				hypothetical protein
PL25_02897	gene	477				
PL25_02897	CDS	477				hypothetical protein
PL25_02898	gene	144				
PL25_02898	CDS	144				hypothetical protein
PL25_02899	gene	546				
PL25_02899	CDS	546				hypothetical protein
PL25_02900	gene	885				
PL25_02900	CDS	885				hypothetical protein
PL25_02901	gene	1539	mmcO			
PL25_02901	CDS	1539	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
PL25_02902	gene	549				
PL25_02902	CDS	549				IS1595 family transposase ISSpgl1
PL25_02903	gene	1506	mqo1			
PL25_02903	CDS	1506	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
PL25_02904	gene	1089				
PL25_02904	CDS	1089				hypothetical protein
PL25_02905	gene	1245	adeR			
PL25_02905	CDS	1245	adeR		COG2508	DNA-binding transcriptional activator AdeR
PL25_02906	gene	1122	ald_2			
PL25_02906	CDS	1122	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
PL25_02907	gene	1185	alr2			
PL25_02907	CDS	1185	alr2	5.1.1.1	COG0787	Alanine racemase 2
PL25_02908	gene	1506	bglH			
PL25_02908	CDS	1506	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
PL25_02909	gene	831	licT			
PL25_02909	CDS	831	licT		COG3711	Transcription antiterminator LicT
PL25_02910	gene	1875	bglF			
PL25_02910	CDS	1875	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
PL25_02911	gene	1026				
PL25_02911	CDS	1026				hypothetical protein
PL25_02912	gene	1434				
PL25_02912	CDS	1434				hypothetical protein
PL25_02913	gene	582				
PL25_02913	CDS	582				hypothetical protein
PL25_02914	gene	1197				
PL25_02914	CDS	1197			COG2223	L-lactate transporter
PL25_02915	gene	375	blaI			
PL25_02915	CDS	375	blaI			Penicillinase repressor
PL25_02916	gene	1152				
PL25_02916	CDS	1152				hypothetical protein
PL25_02917	gene	123				
PL25_02917	CDS	123				hypothetical protein
PL25_02918	gene	507				
PL25_02918	CDS	507				hypothetical protein
PL25_02919	gene	123				
PL25_02919	CDS	123				hypothetical protein
PL25_02920	gene	423				
PL25_02920	CDS	423				hypothetical protein
PL25_02921	gene	495				
PL25_02921	CDS	495				hypothetical protein
PL25_02922	gene	1359				
PL25_02922	CDS	1359				IS1182 family transposase IS662
PL25_02923	gene	549				
PL25_02923	CDS	549				hypothetical protein
PL25_02924	gene	564				
PL25_02924	CDS	564				hypothetical protein
PL25_02925	gene	1800	uup_3			
PL25_02925	CDS	1800	uup_3	3.6.1.-		ATP-binding protein Uup
PL25_02926	gene	495				
PL25_02926	CDS	495				hypothetical protein
PL25_02927	gene	324				
PL25_02927	CDS	324				hypothetical protein
PL25_02928	gene	951				
PL25_02928	CDS	951				hypothetical protein
PL25_02929	gene	3231				
PL25_02929	CDS	3231				hypothetical protein
PL25_02930	gene	696	lolD			
PL25_02930	CDS	696	lolD	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PL25_02931	gene	564				
PL25_02931	CDS	564				hypothetical protein
PL25_02932	gene	411				
PL25_02932	CDS	411				hypothetical protein
PL25_02933	gene	100				
PL25_02933	misc_RNA	100				Purine
PL25_02934	gene	1191	pbuE_1			
PL25_02934	CDS	1191	pbuE_1		COG2814	Purine efflux pump PbuE
PL25_02935	gene	1593	yidK			
PL25_02935	CDS	1593	yidK		COG4146	putative symporter YidK
PL25_02936	gene	1020	iolG_3			
PL25_02936	CDS	1020	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PL25_02937	gene	1347				
PL25_02937	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_02938	gene	318	licA_3			
PL25_02938	CDS	318	licA_3		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
PL25_02939	gene	297	celA_3			
PL25_02939	CDS	297	celA_3	2.7.1.205		PTS system cellobiose-specific EIIB component
PL25_02940	gene	768	glpR			
PL25_02940	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
PL25_02941	gene	792	glcR_1			
PL25_02941	CDS	792	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
PL25_02942	gene	390				
PL25_02942	CDS	390				hypothetical protein
PL25_02943	gene	1461	iolA_2			
PL25_02943	CDS	1461	iolA_2	1.2.1.27	COG1012	Malonate-semialdehyde dehydrogenase
PL25_02944	gene	819	iolB			
PL25_02944	CDS	819	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
PL25_02945	gene	981	iolC_2			
PL25_02945	CDS	981	iolC_2	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
PL25_02946	gene	1917	iolD			
PL25_02946	CDS	1917	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
PL25_02947	gene	888	iolE_2			
PL25_02947	CDS	888	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
PL25_02948	gene	864	iolJ			
PL25_02948	CDS	864	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
PL25_02949	gene	1011	iolG_4			
PL25_02949	CDS	1011	iolG_4	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PL25_02950	gene	981				
PL25_02950	CDS	981				hypothetical protein
PL25_02951	gene	978				
PL25_02951	CDS	978				hypothetical protein
PL25_02952	gene	1650				
PL25_02952	CDS	1650				hypothetical protein
PL25_02953	gene	339				
PL25_02953	CDS	339				hypothetical protein
PL25_02954	gene	495				
PL25_02954	CDS	495				hypothetical protein
PL25_02955	gene	156				
PL25_02955	CDS	156				hypothetical protein
PL25_02956	gene	1287				
PL25_02956	CDS	1287				hypothetical protein
PL25_02957	gene	1107				
PL25_02957	CDS	1107				IS1595 family transposase ISCco3
PL25_02958	gene	138				
PL25_02958	CDS	138				hypothetical protein
PL25_02959	gene	1149				
PL25_02959	CDS	1149				hypothetical protein
PL25_02960	gene	168				
PL25_02960	misc_RNA	168				group-II-D1D4-3
PL25_02961	gene	1161	dltD			
PL25_02961	CDS	1161	dltD		COG3966	Protein DltD
PL25_02962	gene	243	dltC			
PL25_02962	CDS	243	dltC		COG0236	D-alanyl carrier protein
PL25_02963	gene	1158	dltB			
PL25_02963	CDS	1158	dltB	2.3.1.-	COG1696	Teichoic acid D-alanyltransferase
PL25_02964	gene	1428	dltA_1			
PL25_02964	CDS	1428	dltA_1	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
PL25_02965	gene	672	resD_2			
PL25_02965	CDS	672	resD_2		COG0745	Transcriptional regulatory protein ResD
PL25_02966	gene	1743	sasA_2			
PL25_02966	CDS	1743	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
PL25_02967	gene	74				
PL25_02967	misc_RNA	74				Intron_gpII
PL25_02968	gene	1023				
PL25_02968	CDS	1023				hypothetical protein
PL25_02969	gene	1503				
PL25_02969	CDS	1503				hypothetical protein
PL25_02970	gene	741				
PL25_02970	CDS	741				hypothetical protein
PL25_02971	gene	4398	smc_4			
PL25_02971	CDS	4398	smc_4			Chromosome partition protein Smc
PL25_02972	gene	786				
PL25_02972	CDS	786				hypothetical protein
PL25_02973	gene	228				
PL25_02973	CDS	228				hypothetical protein
PL25_02974	gene	480	rlmH			
PL25_02974	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
PL25_02975	gene	339				
PL25_02975	CDS	339				hypothetical protein
PL25_02976	gene	558	padR			
PL25_02976	CDS	558	padR		COG1695	Negative transcriptional regulator PadR
PL25_02977	gene	480				
PL25_02977	CDS	480				hypothetical protein
PL25_02978	gene	570				
PL25_02978	CDS	570		3.2.2.-		Cytokinin riboside 5'-monophosphate phosphoribohydrolase
PL25_02979	gene	984	guaC			
PL25_02979	CDS	984	guaC	1.7.1.7	COG0516	GMP reductase
PL25_02980	gene	1752	lytS			
PL25_02980	CDS	1752	lytS	2.7.13.3	COG3275	Sensor histidine kinase/phosphatase LytS
PL25_02981	gene	732	ypdB			
PL25_02981	CDS	732	ypdB		COG3279	Transcriptional regulatory protein YpdB
PL25_02982	gene	1452	cstA_2			
PL25_02982	CDS	1452	cstA_2		COG1966	Peptide transporter CstA
PL25_02983	gene	909	metAA			
PL25_02983	CDS	909	metAA	2.3.1.31		Homoserine O-acetyltransferase
